Chr	Gene_ID	Product description	Gene Identification	MIS	MFS	# of insertions in CDS	# of nor malized reads (raw)	Note*	# of TTAA in CDS	TTAA density in CDS	transcript length	geneStart	endStart	gene strand	Ortholog count	Paralog count	NonSyn/Syn SNP Ratio	GO Processes	GO Functions	GO Components		
chr10	PF3D7_1021100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-1.281	11	541.45		100	18.92	5286	851004	856289	-	19	0	5.58	N/A	N/A	N/A		
chr10	PF3D7_1021200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.161	-2.713	0	20.84		26	12.56	2070	857677	859746	-	19	0	1.65	N/A	N/A	N/A		
chr10	PF3D7_1021300	"conserved Plasmodium membrane protein, unknown function"	Non - Mutable in CDS	0.169	-3.288	0	11.81		27	19.78	1365	860964	862453	-	17	0	3.25	N/A	N/A	apicoplast		
chr10	PF3D7_1021400	"endomembrane protein 70, putative"	Non - Mutable in CDS	0.168	-2.866	0	9.15		23	12.37	1860	863911	866746	+	18	0	1.71	N/A	N/A	N/A		
chr10	PF3D7_1021500	"ATP-dependent RNA helicase ROK1, putative"	Non - Mutable in CDS	0.126	-3.27	0	17.57		35	17.13	2043	867639	869681	-	18	0	2.38	maturation of SSU-rRNA	ATP-dependent RNA helicase activity	apicoplast		
chr10	PF3D7_1021600	"deoxyribose-phosphate aldolase, putative"	Mutable in CDS	0.999	-0.96	2	63.83		12	15.15	792	871099	871890	+	18	0	0.33	pentose-phosphate shunt	deoxyribose-phosphate aldolase activity	N/A		
chr10	PF3D7_1021700	"conserved Plasmodium membrane protein, unknown function"	Non - Mutable in CDS	0.121	-2.973	0	163.36		309	14.85	20805	873212	894873	-	19	0	4.05	N/A	N/A	N/A		
chr10	PF3D7_1021800	schizont egress antigen-1	Mutable in CDS	1	-2.424	1	36.1		59	9.48	6225	896869	903612	-	18	0	4.57	N/A	N/A	"Maurer's cleft, host cell membrane, symbiont-containing vacuole membrane"		
chr10	PF3D7_1021900	"PHAX domain-containing protein, putative"	Non - Mutable in CDS	0.385	-2.603	0	39.56		68	9.89	6873	905477	912349	-	44	1	2.73	N/A	mRNA binding	N/A		
chr10	PF3D7_1022000	"RNA-binding protein, putative"	Mutable in CDS	1	-1.001	7	350.19		53	12.38	4281	919776	924217	+	19	0	3.22	N/A	N/A	N/A		
chr10	PF3D7_1022100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.578	3	37.96		15	19.23	780	925284	926234	-	17	0	4	N/A	N/A	N/A		
chr10	PF3D7_1022200	"conserved Plasmodium membrane protein, unknown function"	Non - Mutable in CDS	0.12	-3.154	0	20.99		30	15.87	1890	926835	929024	-	18	0	1.56	N/A	N/A	N/A		
chr10	PF3D7_1022300	"ZIP domain-containing protein, putative"	Mutable in CDS	1	0.502	3	185.89		11	11.25	978	932700	934384	+	18	0	3.5	N/A	"iron ion transmembrane transporter activity, zinc ion transmembrane transporter activity"	plasma membrane		
chr10	PF3D7_1022400	serine/arginine-rich splicing factor 4	Mutable in CDS	1	-1.558	1	9.38		9	5.57	1617	939941	942237	-	18	0	4.25	"RNA splicing, via transesterification reactions"	N/A	nucleus		
chr10	PF3D7_1022500	"citrate synthase, mitochondrial, putative"	Mutable in CDS	1	-1.91	3	34.9		21	12.41	1692	944401	946092	-	20	0	0.5	"acetyl-CoA catabolic process, citrate metabolic process, tricarboxylic acid cycle"	citrate (Si)-synthase activity	mitochondrion		
chr10	PF3D7_1022600	"kelch domain-containing protein, putative"	Mutable in CDS	1	-0.928	4	260.63		42	15.7	2676	948480	951155	+	18	0	2.2	N/A	N/A	N/A		
chr10	PF3D7_1022700	"phospholipid scramblase, putative"	Mutable in CDS	1	-1.841	2	13.41		10	12.08	828	951755	952582	-	19	0	2	phospholipid scrambling	phospholipid scramblase activity	N/A		
chr10	PF3D7_1022800	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	Non - Mutable in CDS	0.133	-3.19	0	15.38		44	17.78	2475	955886	958360	+	18	0	2.1	"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"	protein binding	apicoplast		
chr10	PF3D7_1022900	"CDGSH iron-sulfur domain-containing protein, putative"	Non - Mutable in CDS	0.997	-2.01	0	0.75	tentative	2	5.6	357	958942	959899	-	18	0	0	N/A	N/A	mitochondrion		
chr10	PF3D7_1023000	"conserved Plasmodium membrane protein, unknown function"	Mutable in CDS	0.771	-3.115	1	12.15		20	16.1	1242	961069	962310	-	19	0	2	N/A	N/A	N/A		
chr10	PF3D7_1023100	"dynein heavy chain, putative"	Mutable in CDS	1	-1.791	16	1025.21		335	19.63	17064	963500	980563	-	75	3	2.59	N/A	microtubule motor activity	N/A		
chr10	PF3D7_1023200	orotidine 5'-phosphate decarboxylase	Mutable in CDS	0.614	-2.664	1	9.75		17	17.49	972	982234	983205	+	37	1	3	'de novo' pyrimidine nucleobase biosynthetic process	"orotidine-5'-phosphate decarboxylase activity, protein binding"	N/A		
chr10	PF3D7_1023300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	1	0	0	0	tentative	1	4.17	240	984231	985333	-	18	0	0	N/A	N/A	N/A		
chr10	PF3D7_1023400	"HORMA domain protein, putative"	Mutable in CDS	1	-1.286	1	7.05		5	8.5	588	985353	986991	+	18	0	2.5	N/A	N/A	N/A		
chr10	PF3D7_1023500	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.955	-2.205	0	1.5	tentative	2	6.8	294	987020	987313	-	16	0	8	N/A	N/A	N/A		
chr10	PF3D7_1023600	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.953	-2.687	1	15.8		21	13.65	1539	987361	990151	-	18	0	3.8	N/A	N/A	N/A		
chr10	PF3D7_1023700	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.49	4	309.02		31	13.63	2274	991150	993423	+	18	0	2.25	N/A	N/A	N/A		
chr10	PF3D7_1023800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-1.865	4	62.95		28	12.31	2274	994325	996791	+	10	0	7.08	N/A	N/A	N/A		
chr10	PF3D7_1023900	"chromodomain-helicase-DNA-binding protein 1 homolog, putative"	Mutable in CDS	1	-2.449	2	70.73		101	10.11	9987	997478	1007464	-	24	0	2.68	N/A	N/A	nucleus		
chr10	PF3D7_1024000	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.128	-2.923	0	16.69		24	14.11	1701	1014899	1016599	+	18	0	5	N/A	N/A	apicoplast		
chr10	PF3D7_1024100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.998	-2.57	1	34.9		36	10.86	3315	1017204	1020518	-	17	0	4.45	N/A	N/A	N/A		
chr10	PF3D7_1024200	"RNA-binding protein, putative"	Mutable in CDS	0.721	-2.759	1	8.39		8	16.56	483	1021295	1021777	-	17	0	0.2	N/A	N/A	N/A		
chr10	PF3D7_1024300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.133	-3.265	0	2.72	tentative	7	17.81	393	1022508	1022900	+	18	0	1	N/A	N/A	N/A		
chr10	PF3D7_1024400	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.228	-2.758	0	7.15		17	11.27	1509	1023208	1024872	-	18	0	3.86	N/A	N/A	N/A		
chr10	PF3D7_1024500	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.131	-2.769	0	7.81		11	13.84	795	1026123	1026917	+	18	0	9	N/A	N/A	N/A		
chr10	PF3D7_1024600	"RAP protein, putative"	Non - Mutable in CDS	0.131	-3.262	0	8.8		23	17.67	1302	1027131	1029370	-	18	0	4	N/A	N/A	N/A		
chr10	PF3D7_1024700	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.137	-3.019	0	12.38		27	18.11	1491	1030047	1031537	+	18	0	3.25	N/A	N/A	N/A		
chr10	PF3D7_1024800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.161	7	404.94		41	9.33	4395	1034688	1039082	+	18	0	1.85	N/A	N/A	N/A		
chr10	PF3D7_1024900	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.18	-2.735	0	43.95		57	12.09	4716	1040292	1045007	-	18	0	5.47	N/A	N/A	N/A		
chr10	PF3D7_1025000	"formin 2, putative"	Non - Mutable in CDS	0.297	-2.777	0	12.45		31	10.53	2943	1045611	1049763	-	18	0	3.05	N/A	N/A	N/A		
chr10	PF3D7_1025100	"glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative"	Non - Mutable in CDS	0.127	-3.187	0	14.98		43	17.27	2490	1052847	1055336	+	18	0	1.31	glucosamine metabolic process	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	apicoplast		
chr10	PF3D7_1025200	"ATP synthase mitochondrial F1 complex assembly factor 2, putative"	Non - Mutable in CDS	0.126	-3.229	0	10.83		22	17.09	1287	1055747	1057033	-	18	0	2	N/A	N/A	N/A		
chr10	PF3D7_1025300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.121	-3.037	0	23.38		45	16.25	2769	1057893	1060661	-	18	0	3.5	N/A	N/A	apicoplast		
chr10	PF3D7_1025400	"conserved Plasmodium membrane protein, unknown function"	Non - Mutable in CDS	0.133	-2.916	0	26.04		56	13.74	4077	1061402	1067088	-	18	0	2.85	N/A	N/A	N/A		
chr10	PF3D7_1025500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.819	22	1689.49		255	14.74	17304	1067655	1086995	-	21	0	4.35	N/A	N/A	N/A		
chr10	PF3D7_1025600	"cytochrome c oxidase copper chaperone, putative"	Non - Mutable in CDS	0.373	-3.608	0	4.65	tentative	5	24.51	204	1088217	1088420	+	18	0	1	N/A	N/A	N/A		
chr10	PF3D7_1025700	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.12	-3.361	0	2.77		9	15.96	564	1088934	1089497	+	18	0	1	N/A	N/A	N/A		
chr10	PF3D7_1025800	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.373	-3.46	0	1.54	tentative	5	24.51	204	1090000	1090541	-	17	0	2	N/A	N/A	N/A		
chr10	PF3D7_1025900	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.237	6	313.99		43	10.76	3996	1091439	1097280	-	10	0	3.94	N/A	N/A	N/A		
chr10	PF3D7_1026000	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	1.464	2	356.35		10	9.16	1092	1098458	1099885	-	19	0	5.08	N/A	N/A	N/A		
chr10	PF3D7_1026100	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.991	-2.559	1	7.41		7	11.97	585	1101821	1103161	+	18	0	3	N/A	N/A	N/A		
chr10	PF3D7_1026200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.137	-3.112	0	16.93		32	18.11	1767	1103467	1105233	-	18	0	7.17	N/A	N/A	N/A		
chr10	PF3D7_1026300	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.996	-2.721	1	20.06		38	11.29	3366	1106089	1109454	+	18	0	5.65	N/A	N/A	apicoplast		
chr10	PF3D7_1026400	"cell division cycle protein 20 homolog, putative"	Mutable in CDS	1	-2.469	2	12.44		19	10.49	1812	1109797	1111608	-	19	0	3	N/A	N/A	nucleus		
chr10	PF3D7_1026500	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	1	-1.673	0	2.64	tentative	1	4.69	213	1112426	1112638	-	16	0	0	N/A	N/A	N/A		
chr10	PF3D7_1026600	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.348	7	354.34		51	10.04	5079	1113498	1118576	-	2	0	3.47	N/A	N/A	N/A		
chr10	PF3D7_1026800	40S ribosomal protein S2	Non - Mutable in CDS	0.592	-2.415	0	0.79		7	8.84	792	1122965	1124040	+	18	0	1.6	translation	structural constituent of ribosome	cytosolic small ribosomal subunit		
chr10	PF3D7_1026900	"biotin--acetyl-CoA-carboxylase, putative"	Mutable in CDS	0.996	-2.487	1	3.76		10	11.3	885	1125286	1126170	+	28	1	1.57	N/A	N/A	N/A		
chr10	PF3D7_1027000	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.655	3	34.5		58	10.67	5436	1126526	1131961	-	8	0	1.97	N/A	N/A	N/A		
chr10	PF3D7_1027100	"U3 small nucleolar ribonucleoprotein protein MPP10, putative"	Mutable in CDS	1	-2.779	2	16.87		30	12.94	2319	1133841	1136159	-	18	0	8.88	N/A	N/A	N/A		
chr10	PF3D7_1027200	"mitochondrial ribosomal protein S22 precursor, putative"	Non - Mutable in CDS	0.995	-2.07	0	7.27	tentative	9	5.76	1563	1138006	1139568	+	18	0	0.89	N/A	N/A	N/A		
chr10	PF3D7_1027300	peroxiredoxin	Non - Mutable in CDS	0.68	-2.377	0	7.85		10	8.46	1182	1140593	1142606	-	18	0	3.17	entry into host cell	oxidoreductase activity	nucleus		
chr10	PF3D7_1027400	"DNA-directed RNA polymerase II subunit RPB7, putative"	Non - Mutable in CDS	0.145	-2.646	0	0.93		7	13.11	534	1145827	1146799	-	18	0	1.67	transcription initiation from RNA polymerase II promoter	RNA-directed RNA polymerase activity	"DNA-directed RNA polymerase II, core complex"		
chr10	PF3D7_1027500	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.528	-2.503	0	2.99	tentative	2	9.13	219	1147870	1148217	+	16	0	1.5	N/A	N/A	N/A		
chr10	PF3D7_1027600	"topoisomerase, putative"	Non - Mutable in CDS	0.124	-3.101	0	5.3		17	16.82	1011	1148320	1150172	-	37	2	3.67	N/A	N/A	N/A		
chr10	PF3D7_1027700.1	centrin-3	Non - Mutable in CDS	0.888	-2.345	0	1.42		4	7.41	540	1150667	1151857	-	18	1	1	N/A	N/A	N/A		
chr10	PF3D7_1027800	60S ribosomal protein L3	Non - Mutable in CDS	0.121	-3.144	0	7.06		19	16.37	1161	1153275	1154435	-	18	0	0.14	translation	structural constituent of ribosome	cytosolic large ribosomal subunit		
chr10	PF3D7_1027900	"palmitoyltransferase DHHC10, putative"	Mutable in CDS	0.999	-0.532	1	24.64		9	10.49	858	1156652	1158984	+	53	2	1.4	protein palmitoylation	palmitoyltransferase activity	N/A		
chr10	PF3D7_1028000	"methyltransferase, putative"	Mutable in CDS	1	-0.846	4	65.69		21	11.78	1782	1160035	1163425	+	18	0	3.57	N/A	N/A	N/A		
chr10	PF3D7_1028100	protoporphyrinogen oxidase	Mutable in CDS	1	-0.495	3	314.91		35	19.13	1830	1163790	1165619	+	17	0	1.44	protoporphyrinogen IX biosynthetic process from glutamate	N/A	mitochondrion		
chr10	PF3D7_1028200	"zinc finger, C3HC4 type, putative"	Non - Mutable in CDS	0.258	-2.506	0	1.78		9	10.91	825	1166050	1166874	-	18	0	3.5	N/A	N/A	N/A		
chr10	PF3D7_1028300	"rRNA-processing protein EBP2, putative"	Mutable in CDS	0.564	-2.62	1	13.06		17	17.93	948	1168014	1168961	-	18	0	10	rRNA processing	N/A	N/A		
chr10	PF3D7_1028400	"nucleolar preribosomal assembly protein, putative"	Non - Mutable in CDS	0.167	-2.764	0	7.82		18	12.4	1452	1169944	1171395	+	18	0	25.67	N/A	N/A	nucleolus		
chr10	PF3D7_1028500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.987	-2.54	1	16.51		31	12.32	2517	1172133	1175001	-	18	0	6.2	N/A	N/A	N/A		
chr10	PF3D7_1028600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.204	-2.708	0	1.55		6	11.63	516	1176465	1177853	-	17	0	5	N/A	N/A	N/A		
chr10	PF3D7_1028700	merozoite TRAP-like protein	Non - Mutable in CDS	1	-1.824	0	8.31	tentative	7	4.68	1497	1181009	1182505	+	17	0	25.5	entry into host cell	host cell surface receptor binding	"cell surface, microneme"		
chr10	PF3D7_1028800	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.996	-2.019	0	0.75	tentative	2	5.65	354	1183491	1183999	-	19	0	3.5	N/A	N/A	N/A		
chr10	PF3D7_1028900	"inner membrane complex protein 1m, putative"	Non - Mutable in CDS	0.758	-2.189	0	6.36		9	8.11	1110	1184732	1185950	-	18	0	2.4	N/A	N/A	inner membrane complex		
chr10	PF3D7_1029000	"conserved Plasmodium protein, unknown function, pseudogene"	Mutable in CDS	1	-0.195	3	380.33		32	15.41	2076	1187504	1189593	-	11	0	3.57	N/A	N/A	N/A		
chr10	PF3D7_1029100.1	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.129	-3.073	0	34.66		73	17.42	4191	1190430	1195020	+	21	1	3.65	N/A	N/A	N/A		
chr10	PF3D7_1029200	"WD repeat-containing protein, putative"	Non - Mutable in CDS	0.143	-2.861	0	20.37		22	13.19	1668	1195681	1197348	+	18	0	2.38	N/A	N/A	N/A		
chr10	PF3D7_1029300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.174	-2.635	0	9.65		27	12.23	2208	1197829	1200036	-	17	0	9.75	N/A	N/A	N/A		
chr10	PF3D7_1029400	"LEM3/CDC50 family protein, putative"	Non - Mutable in CDS	0.141	-2.582	0	7.03		20	13.28	1506	1200898	1202403	-	18	0	1.38	N/A	N/A	N/A		
chr10	PF3D7_1029500	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.542	2	10.38		5	11.99	417	1204350	1204766	-	11	0	3.5	N/A	N/A	N/A		
chr10	PF3D7_1029600	adenosine deaminase	Non - Mutable in CDS	0.121	-2.967	0	10.07		18	16.3	1104	1206306	1207409	+	18	0	1.71	response to drug	adenosine deaminase activity	N/A		
chr10	PF3D7_1029700	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.127	-2.952	0	18.5		33	14.16	2331	1208202	1210918	-	18	0	2.5	N/A	N/A	apicoplast		
chr10	PF3D7_1029800	"RAP protein, putative"	Non - Mutable in CDS	0.12	-2.952	0	4.77		20	15.22	1314	1211662	1212975	-	18	0	2.75	N/A	N/A	N/A		
chr10	PF3D7_1029900	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-1.826	4	98.94		68	13.35	5094	1217352	1222445	+	18	0	1.22	N/A	N/A	N/A		
chr10	PF3D7_1030000	"transcription elongation factor SPT4, putative"	Non - Mutable in CDS	0.121	-2.724	0	0.98	tentative	6	14.93	402	1223379	1224171	+	18	0	0	"mRNA splicing, via spliceosome, regulation of transcription, DNA-templated"	rDNA binding	N/A		
chr10	PF3D7_1030100	"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative"	Non - Mutable in CDS	0.138	-2.78	0	15		52	13.43	3873	1224523	1229096	-	55	2	7.31	RNA splicing	ATP-dependent RNA helicase activity	N/A		
chr10	PF3D7_1030200	"claudin-like apicomplexan microneme protein, putative"	Non - Mutable in CDS	0.993	-1.904	0	3.52	tentative	8	5.91	1353	1230565	1231917	-	18	0	2.3	entry into host cell	N/A	microneme		
chr10	PF3D7_1030300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.494	-2.461	0	20.61		31	9.29	3336	1233671	1237006	-	18	0	4.82	N/A	N/A	N/A		
chr10	PF3D7_1030400	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-0.726	2	72.82		7	8.36	837	1241771	1242981	-	18	0	7.8	N/A	N/A	N/A		
chr10	PF3D7_1030500	"26S proteasome regulatory subunit RPN9, putative"	Non - Mutable in CDS	0.209	-3.366	0	10.22		25	21.15	1182	1244219	1245400	+	18	0	2.8	ubiquitin-dependent protein catabolic process	endopeptidase activity	proteasome regulatory particle		
chr10	PF3D7_1030600	tRNA N6-adenosine threonylcarbamoyltransferase	Non - Mutable in CDS	0.912	-2.195	0	9.66		13	7.23	1797	1245884	1247680	-	18	0	3.67	N/A	protein binding	"EKC/KEOPS complex, cytoplasm"		
chr10	PF3D7_1030700	"RNA methyltransferase, putative"	Non - Mutable in CDS	0.126	-2.759	0	7.2		11	14.21	774	1248537	1249310	+	18	0	1	N/A	N/A	N/A		
chr10	PF3D7_1030800	"calmodulin, putative"	Mutable in CDS	0.343	-3.035	1	9.78		13	20.34	639	1250049	1250687	+	18	0	2	N/A	calcium ion binding	N/A		
chr10	PF3D7_1030900	28 kDa ookinete surface protein	Non - Mutable in CDS	0.12	-2.91	0	9.12		10	15.22	657	1251155	1251811	-	19	0	4	N/A	N/A	membrane		
chr10	PF3D7_1031000	25 kDa ookinete surface antigen precursor	Mutable in CDS	1	0.688	1	145.95		6	9.17	654	1253421	1254074	-	18	0	2	N/A	N/A	anchored component of plasma membrane		
chr10	PF3D7_1031100	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.31	-3.299	0	5.19		13	23.42	555	1254847	1255590	-	18	0	4	N/A	N/A	N/A		
chr10	PF3D7_1031200	MORN repeat-containing protein 1	Non - Mutable in CDS	0.36	-2.529	0	6.41		11	10.05	1095	1257388	1258482	+	18	0	2.75	N/A	N/A	N/A		
chr10	PF3D7_1031300	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	0.706	4	440.35		30	10.87	2760	1260314	1263073	+	18	0	2.98	N/A	N/A	N/A		
chr10	PF3D7_1031400.1	"OTU domain-containing protein, putative"	Mutable in CDS	1	0.676	3	929.83		36	12.78	2817	1265083	1268789	+	17	1	4	N/A	N/A	N/A		
chr10	PF3D7_1031500	"DEAD/DEAH box helicase, putative"	Mutable in CDS	1	-1.988	5	72.73		43	15.61	2754	1270532	1274148	+	11	0	6	N/A	N/A	N/A		
chr10	PF3D7_1031600	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.151	-2.767	0	9.72		35	12.89	2715	1275867	1278581	+	18	0	4.38	N/A	N/A	N/A		
chr10	PF3D7_1031700	protein phosphatase inhibitor 3	Non - Mutable in CDS	0.996	0	0	0	tentative	2	5.7	351	1281256	1281993	+	17	0	0.5	protein dephosphorylation	"protein binding, protein phosphatase inhibitor activity"	nucleus		
chr10	PF3D7_1031800	"conserved Plasmodium protein, unknown function"	Mutable in CDS	0.966	-2.634	1	13.37		17	13.3	1278	1282409	1284061	-	18	0	2.57	N/A	N/A	N/A		
chr10	PF3D7_1031900	"conserved Plasmodium protein, unknown function"	Mutable in CDS	1	-2.329	4	37.58		29	16.08	1803	1284592	1287291	-	18	0	5.2	N/A	N/A	N/A		
chr10	PF3D7_1032000	"ribosome maturation factor RimM, putative"	Non - Mutable in CDS	0.158	-2.8	0	16.16		28	12.66	2211	1287719	1290049	-	18	0	10	N/A	N/A	apicoplast		
chr10	PF3D7_1032100	"mRNA-decapping enzyme subunit 1, putative"	Mutable in CDS	1	-0.17	2	453.13		48	13.43	3573	1293503	1297075	+	17	0	2.85	deadenylation-dependent decapping of nuclear-transcribed mRNA	N/A	N/A		
chr10	PF3D7_1032200	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.189	-3.371	0	4.93	tentative	8	20.51	390	1298331	1299145	-	17	0	2.5	N/A	N/A	N/A		
chr10	PF3D7_1032300	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.119	-2.997	0	20.34		41	15.67	2616	1299798	1302413	+	17	0	2.63	N/A	N/A	N/A		
chr10	PF3D7_1032400	"phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative"	Non - Mutable in CDS	0.798	-2.212	0	3.47		11	7.92	1389	1302567	1304885	-	18	0	3	GPI anchor biosynthetic process	catalytic activity	endoplasmic reticulum		
chr10	PF3D7_1032500	"DER1-like protein, putative"	Non - Mutable in CDS	0.592	-2.35	0	2.53		7	8.84	792	1306245	1307536	-	36	1	0.22	"ER-associated ubiquitin-dependent protein catabolic process, regulation of cell cycle process"	ATPase activity	"endoplasmic reticulum, integral component of membrane"		
chr10	PF3D7_1032600	"conserved protein, unknown function"	Mutable in CDS	0.992	-2.219	3	56.78		25	23.74	1053	1308877	1309929	+	18	0	14	N/A	N/A	N/A		
chr10	PF3D7_1032700	"conserved Plasmodium protein, unknown function"	Non - Mutable in CDS	0.423	-3.485	0	22.46		42	25.27	1662	1310425	1312086	-	18	0	6.68	N/A	N/A	"cytoplasm, vesicle"		
chr10	PF3D7_1032800	leucine-rich repeat protein	Non - Mutable in CDS	0.129	-2.804	0	2.54		13	13.98	930	1313259	1314725	-	18	0	0.5	N/A	"protein binding, protein serine/threonine phosphatase inhibitor activity"	protein phosphatase type 1 complex		
chr10	PF3D7_1032900	"RNA polymerase II-associated protein 1, putative"	Non - Mutable in CDS	0.12	-3.103	0	30.3		84	16.06	5232	1315722	1320953	-	20	0	2.53	N/A	N/A	N/A		
